"Generation","Fitness"
"0","1024.3299252524596"
"1","602.205486565693"
"2","602.205486565693"
"3","602.205486565693"
"4","602.205486565693"
"5","602.205486565693"
"6","602.205486565693"
"7","602.205486565693"
"8","602.205486565693"
"9","600.9345598651739"
"10","600.9345598651739"
"11","600.9345598651739"
"12","600.9345598651739"
"13","600.9345598651739"
"14","600.9345598651739"
"15","602.205486565693"
"16","602.205486565693"
"17","602.205486565693"
"18","602.205486565693"
"19","602.205486565693"
"20","602.205486565693"
"21","602.205486565693"
"22","602.205486565693"
"23","602.205486565693"
"24","602.205486565693"
"25","602.205486565693"
"26","602.205486565693"
"27","602.205486565693"
"28","602.205486565693"
"29","602.205486565693"
"30","602.205486565693"
"31","602.205486565693"
"32","600.9508422861209"
"33","600.9508422861209"
"34","600.9508422861209"
"35","600.9508422861209"
"36","600.9508422861209"
"37","600.9508422861209"
"38","600.9508422861209"
"39","600.9508422861209"
"40","599.6636331646552"
"41","599.6636331646552"
"42","599.6636331646552"
"43","593.5943530067328"
"44","593.5943530067328"
"45","593.5943530067328"
"46","593.5943530067328"
"47","592.5209107619069"
"48","592.5209107619069"
"49","591.7874685170806"
"50","591.7874685170806"
"51","566.2911957482819"
"52","566.2911957482819"
"53","566.2911957482819"
"54","558.6673750520257"
"55","558.6673750520257"
"56","558.6673750520257"
"57","558.6673750520257"
"58","558.6673750520257"
"59","558.6673750520257"
"60","507.49509442303935"
"61","507.49509442303935"
"62","558.6673750520257"
"63","558.6673750520257"
"64","558.6673750520257"
"65","558.6673750520257"
"66","558.6673750520257"
"67","558.6673750520257"
"68","558.6673750520257"
"69","558.6673750520257"
"70","558.6673750520257"
"71","558.6673750520257"
"72","558.6673750520257"
"73","558.6673750520257"
"74","558.6673750520257"
"75","558.6673750520257"
"76","558.6673750520257"
"77","558.6673750520257"
"78","558.6673750520257"
"79","558.6673750520257"
"80","558.6673750520257"
"81","558.6673750520257"
"82","558.6673750520257"
"83","558.6673750520257"
"84","558.6673750520257"
"85","558.6673750520257"
"86","558.6673750520257"
"87","558.6673750520257"
"88","558.6673750520257"
"89","553.1680846687786"
"90","553.1680846687786"
"91","553.1680846687786"
"92","553.1680846687786"
"93","558.6673750520257"
"94","553.9910347262454"
"95","553.9910347262454"
"96","558.6673750520257"
"97","553.1680846687786"
"98","553.1680846687786"
"99","553.1680846687786"
"100","553.1680846687786"
"101","508.45124934426417"
"102","508.45124934426417"
"103","1.7976931348623157E308"
"104","1.7976931348623157E308"
"105","1.7976931348623157E308"
"106","449.43461177993004"
"107","449.43461177993004"
"108","445.02297975649765"
"109","445.02297975649765"
"110","445.02297975649765"
"111","445.02297975649765"
"112","445.02297975649765"
"113","445.02297975649765"
"114","445.02297975649765"
"115","445.02297975649765"
"116","445.02297975649765"
"117","445.02297975649765"
"118","445.02297975649765"
"119","445.02297975649765"
"120","445.02297975649765"
"121","445.02297975649765"
"122","445.02297975649765"
"123","445.02297975649765"
"124","445.02297975649765"
"125","445.02297975649765"
"126","445.02297975649765"
"127","445.02297975649765"
"128","445.02297975649765"
"129","445.02297975649765"
"130","445.02297975649765"
"131","445.02297975649765"
"132","445.02297975649765"
"133","445.02297975649765"
"134","445.02297975649765"
"135","445.02297975649765"
"136","445.02297975649765"
"137","445.02297975649765"
"138","445.02297975649753"
"139","445.02297975649753"
"140","445.02297975649753"
"141","445.02297975649753"
"142","445.02297975649753"
"143","445.02297975649753"
"144","445.02297975649753"
"145","445.02297975649765"
"146","445.02297975649765"
"147","445.02297975649765"
"148","445.02297975649765"
"149","445.02297975649765"
"150","445.02297975649765"
"151","445.02297975649765"
"152","445.02297975649765"
"153","445.02297975649765"
"154","445.02297975649765"
"155","445.02297975649765"
"156","445.02297975649765"
"157","445.02297975649765"
"158","445.02297975649765"
"159","445.02297975649765"
"160","445.02297975649765"
"161","445.02297975649765"
"162","445.02297975649765"
"163","445.02297975649765"
"164","445.02297975649765"
"165","445.02297975649765"
"166","445.02297975649765"
"167","445.02297975649765"
"168","445.02297975649765"
"169","445.02297975649765"
"170","445.02297975649765"
"171","445.02297975649765"
"172","445.02297975649765"
"173","445.02297975649765"
"174","445.02297975649765"
"175","445.02297975649765"
"176","445.02297975649765"
"177","445.02297975649765"
"178","445.02297975649765"
"179","445.02297975649765"
"180","445.02297975649765"
"181","445.02297975649765"
"182","445.02297975649765"
"183","445.02297975649765"
"184","445.02297975649765"
"185","445.02297975649765"
"186","445.02297975649765"
"187","445.02297975649765"
"188","445.02297975649765"
"189","445.02297975649765"
"190","445.02297975649765"
"191","445.02297975649765"
"192","445.02297975649765"
"193","445.02297975649765"
"194","445.02297975649765"
"195","80.80111880969011"
"196","57.059970143402616"
"197","57.059970143402616"
"198","57.059970143402616"
"199","76.87280102135617"
"200","56.173437569749716"
"201","56.173437569749716"
"202","56.173437569749716"
"203","56.173437569749716"
"204","56.173437569749716"
"205","56.173437569749716"
"206","56.173437569749716"
"207","56.173437569749716"
"208","56.173437569749716"
"209","56.173437569749716"
"210","56.173437569749716"
"211","56.173437569749716"
"212","56.173437569749716"
"213","56.173437569749716"
"214","56.173437569749716"
"215","56.173437569749716"
"216","56.173437569749716"
"217","56.173437569749716"
"218","56.173437569749716"
"219","56.173437569749716"
"220","56.173437569749716"
"221","56.173437569749716"
"222","56.173437569749716"
"223","56.173437569749716"
"224","56.173437569749716"
"225","56.173437569749716"
"226","56.173437569749716"
"227","56.173437569749716"
"228","56.173437569749716"
"229","56.173437569749716"
"230","56.173437569749716"
"231","56.173437569749716"
"232","56.173437569749716"
"233","56.173437569749716"
"234","56.173437569749716"
"235","56.173437569749716"
"236","56.173437569749716"
"237","56.173437569749716"
"238","56.173437569749716"
"239","56.173437569749716"
"240","56.173437569749716"
"241","56.173437569749716"
"242","56.173437569749716"
"243","56.173437569749716"
"244","56.173437569749716"
"245","56.173437569749716"
"246","56.173437569749716"
"247","56.173437569749716"
"248","56.173437569749716"
"249","56.173437569749716"
"250","56.173437569749716"
"251","56.173437569749716"
"252","56.173437569749716"
"253","56.173437569749716"
"254","56.173437569749716"
"255","56.173437569749716"
"256","56.173437569749716"
"257","56.173437569749716"
"258","56.173437569749716"
"259","56.173437569749716"
"260","56.173437569749716"
"261","56.173437569749716"
"262","56.173437569749716"
"263","56.173437569749716"
"264","56.173437569749716"
"265","56.173437569749716"
"266","56.173437569749716"
"267","56.173437569749716"
"268","56.17040837261363"
"269","56.17040837261363"
"270","56.17040837261363"
"271","56.17040837261363"
"272","56.17040837261363"
"273","56.173437569749716"
"274","56.173437569749716"
"275","56.17040837261361"
"276","56.173437569749716"
"277","56.173437569749716"
"278","56.173437569749716"
"279","56.173437569749716"
"280","56.173437569749716"
"281","56.173437569749716"
"282","56.173437569749716"
"283","56.173437569749716"
"284","56.173437569749716"
"285","56.173437569749716"
"286","56.173437569749716"
"287","56.173437569749716"
"288","56.173437569749716"
"289","56.173437569749716"
"290","56.173437569749716"
"291","56.173437569749716"
"292","56.173437569749716"
"293","56.173437569749716"
"294","56.173437569749716"
"295","56.173437569749716"
"296","56.173437569749716"
"297","56.173437569749716"
"298","56.173437569749716"
"299","56.173437569749716"
"300","56.173437569749716"
"301","56.173437569749716"
"302","56.173437569749716"
"303","56.173437569749716"
"304","56.173437569749716"
"305","56.173437569749716"
"306","56.173437569749716"
"307","56.173437569749716"
"308","56.173437569749716"
"309","56.173437569749716"
"310","56.173437569749716"
"311","56.173437569749716"
"312","56.173437569749716"
"313","56.173437569749716"
"314","56.173437569749716"
"315","56.173437569749716"
"316","56.173437569749716"
