x,y,z
-12.76140158313703,-13.768299814949401,-0.1937969167168447
-12.76140158313703,-10.720153212424535,-0.1937969167168447
-12.76140158313703,-7.589609044606288,-0.1937969167168447
-12.76140158313703,-3.650975284450638,-0.1937969167168447
-12.76140158313703,-1.463928370580637,-0.1937969167168447
-12.76140158313703,2.811727924027172,-0.1937969167168447
-12.76140158313703,3.8962611072441575,-0.1937969167168447
-12.76140158313703,8.872628826179064,-0.1937969167168447
-12.76140158313703,9.761682671882905,-0.1937969167168447
-12.76140158313703,13.595624100612115,-0.1937969167168447
-9.97348084268404,-13.768299814949401,0.5215809645504196
-9.97348084268404,-10.720153212424535,0.5215809645504196
-9.97348084268404,-7.589609044606288,0.5215809645504196
-9.97348084268404,-3.650975284450638,0.5215809645504196
-9.97348084268404,-1.463928370580637,0.5215809645504196
-9.97348084268404,2.811727924027172,0.5215809645504196
-9.97348084268404,3.8962611072441575,0.5215809645504196
-9.97348084268404,8.872628826179064,0.5215809645504196
-9.97348084268404,9.761682671882905,0.5215809645504196
-9.97348084268404,13.595624100612115,0.5215809645504196
-7.7399653985315675,-13.768299814949401,-0.993507187321019
-7.7399653985315675,-10.720153212424535,-0.993507187321019
-7.7399653985315675,-7.589609044606288,-0.993507187321019
-7.7399653985315675,-3.650975284450638,-0.993507187321019
-7.7399653985315675,-1.463928370580637,-0.993507187321019
-7.7399653985315675,2.811727924027172,-0.993507187321019
-7.7399653985315675,3.8962611072441575,-0.993507187321019
-7.7399653985315675,8.872628826179064,-0.993507187321019
-7.7399653985315675,9.761682671882905,-0.993507187321019
-7.7399653985315675,13.595624100612115,-0.993507187321019
-5.014605317809206,-13.768299814949401,0.9546791707902409
-5.014605317809206,-10.720153212424535,0.9546791707902409
-5.014605317809206,-7.589609044606288,0.9546791707902409
-5.014605317809206,-3.650975284450638,0.9546791707902409
-5.014605317809206,-1.463928370580637,0.9546791707902409
-5.014605317809206,2.811727924027172,0.9546791707902409
-5.014605317809206,3.8962611072441575,0.9546791707902409
-5.014605317809206,8.872628826179064,0.9546791707902409
-5.014605317809206,9.761682671882905,0.9546791707902409
-5.014605317809206,13.595624100612115,0.9546791707902409
-0.31166328032623625,-13.768299814949401,-0.30664221143141174
-0.31166328032623625,-10.720153212424535,-0.30664221143141174
-0.31166328032623625,-7.589609044606288,-0.30664221143141174
-0.31166328032623625,-3.650975284450638,-0.30664221143141174
-0.31166328032623625,-1.463928370580637,-0.30664221143141174
-0.31166328032623625,2.811727924027172,-0.30664221143141174
-0.31166328032623625,3.8962611072441575,-0.30664221143141174
-0.31166328032623625,8.872628826179064,-0.30664221143141174
-0.31166328032623625,9.761682671882905,-0.30664221143141174
-0.31166328032623625,13.595624100612115,-0.30664221143141174
1.1218631322825114,-13.768299814949401,0.9009106134957287
1.1218631322825114,-10.720153212424535,0.9009106134957287
1.1218631322825114,-7.589609044606288,0.9009106134957287
1.1218631322825114,-3.650975284450638,0.9009106134957287
1.1218631322825114,-1.463928370580637,0.9009106134957287
1.1218631322825114,2.811727924027172,0.9009106134957287
1.1218631322825114,3.8962611072441575,0.9009106134957287
1.1218631322825114,8.872628826179064,0.9009106134957287
1.1218631322825114,9.761682671882905,0.9009106134957287
1.1218631322825114,13.595624100612115,0.9009106134957287
4.585712328281099,-13.768299814949401,-0.9919872365592735
4.585712328281099,-10.720153212424535,-0.9919872365592735
4.585712328281099,-7.589609044606288,-0.9919872365592735
4.585712328281099,-3.650975284450638,-0.9919872365592735
4.585712328281099,-1.463928370580637,-0.9919872365592735
4.585712328281099,2.811727924027172,-0.9919872365592735
4.585712328281099,3.8962611072441575,-0.9919872365592735
4.585712328281099,8.872628826179064,-0.9919872365592735
4.585712328281099,9.761682671882905,-0.9919872365592735
4.585712328281099,13.595624100612115,-0.9919872365592735
6.048033163456981,-13.768299814949401,-0.23299094476913268
6.048033163456981,-10.720153212424535,-0.23299094476913268
6.048033163456981,-7.589609044606288,-0.23299094476913268
6.048033163456981,-3.650975284450638,-0.23299094476913268
6.048033163456981,-1.463928370580637,-0.23299094476913268
6.048033163456981,2.811727924027172,-0.23299094476913268
6.048033163456981,3.8962611072441575,-0.23299094476913268
6.048033163456981,8.872628826179064,-0.23299094476913268
6.048033163456981,9.761682671882905,-0.23299094476913268
6.048033163456981,13.595624100612115,-0.23299094476913268
11.498226771041569,-13.768299814949401,-0.8763078078735791
11.498226771041569,-10.720153212424535,-0.8763078078735791
11.498226771041569,-7.589609044606288,-0.8763078078735791
11.498226771041569,-3.650975284450638,-0.8763078078735791
11.498226771041569,-1.463928370580637,-0.8763078078735791
11.498226771041569,2.811727924027172,-0.8763078078735791
11.498226771041569,3.8962611072441575,-0.8763078078735791
11.498226771041569,8.872628826179064,-0.8763078078735791
11.498226771041569,9.761682671882905,-0.8763078078735791
11.498226771041569,13.595624100612115,-0.8763078078735791
14.320413456171693,-13.768299814949401,0.9832572868276755
14.320413456171693,-10.720153212424535,0.9832572868276755
14.320413456171693,-7.589609044606288,0.9832572868276755
14.320413456171693,-3.650975284450638,0.9832572868276755
14.320413456171693,-1.463928370580637,0.9832572868276755
14.320413456171693,2.811727924027172,0.9832572868276755
14.320413456171693,3.8962611072441575,0.9832572868276755
14.320413456171693,8.872628826179064,0.9832572868276755
14.320413456171693,9.761682671882905,0.9832572868276755
14.320413456171693,13.595624100612115,0.9832572868276755
