x,y,z
-13.398542045352228,-12.559503699218986,337.26206211176685
-13.398542045352228,-10.961333209139276,299.67175466285096
-13.398542045352228,-6.565928830428591,222.6323503473248
-13.398542045352228,-4.22200052920038,197.34621740963973
-13.398542045352228,-2.79336898582007,187.3238392320129
-13.398542045352228,1.1974817536673394,180.95489149143765
-13.398542045352228,5.991666452821493,215.42099582293793
-13.398542045352228,8.828429189297948,257.46209089151944
-13.398542045352228,10.482242238412757,289.3983312858359
-13.398542045352228,14.59461576055493,392.5237381393098
-9.82455650742835,-12.559503699218986,254.26304373834813
-9.82455650742835,-10.961333209139276,216.67273628943227
-9.82455650742835,-6.565928830428591,139.63333197390608
-9.82455650742835,-4.22200052920038,114.34719903622101
-9.82455650742835,-2.79336898582007,104.32482085859417
-9.82455650742835,1.1974817536673394,97.95587311801893
-9.82455650742835,5.991666452821493,132.4219774495192
-9.82455650742835,8.828429189297948,174.46307251810074
-9.82455650742835,10.482242238412757,206.3993129124172
-9.82455650742835,14.59461576055493,309.52471976589106
-8.77429239477018,-12.559503699218986,234.72934019961724
-8.77429239477018,-10.961333209139276,197.13903275070135
-8.77429239477018,-6.565928830428591,120.09962843517519
-8.77429239477018,-4.22200052920038,94.81349549749011
-8.77429239477018,-2.79336898582007,84.79111731986326
-8.77429239477018,1.1974817536673394,78.42216957928802
-8.77429239477018,5.991666452821493,112.88827391078831
-8.77429239477018,8.828429189297948,154.92936897936983
-8.77429239477018,10.482242238412757,186.8656093736863
-8.77429239477018,14.59461576055493,289.9910162271602
-4.763307330798774,-12.559503699218986,180.43022989833676
-4.763307330798774,-10.961333209139276,142.8399224494209
-4.763307330798774,-6.565928830428591,65.80051813389471
-4.763307330798774,-4.22200052920038,40.51438519620963
-4.763307330798774,-2.79336898582007,30.492007018582793
-4.763307330798774,1.1974817536673394,24.123059278007553
-4.763307330798774,5.991666452821493,58.589163609507835
-4.763307330798774,8.828429189297948,100.63025867808936
-4.763307330798774,10.482242238412757,132.56649907240583
-4.763307330798774,14.59461576055493,235.69190592587972
-1.9421705016670057,-12.559503699218986,161.51315942824087
-1.9421705016670057,-10.961333209139276,123.922851979325
-1.9421705016670057,-6.565928830428591,46.88344766379884
-1.9421705016670057,-4.22200052920038,21.59731472611376
-1.9421705016670057,-2.79336898582007,11.574936548486916
-1.9421705016670057,1.1974817536673394,5.205988807911675
-1.9421705016670057,5.991666452821493,39.672093139411956
-1.9421705016670057,8.828429189297948,81.71318820799348
-1.9421705016670057,10.482242238412757,113.64942860230995
-1.9421705016670057,14.59461576055493,216.77483545578383
2.150902878917154,-12.559503699218986,162.3675163652295
2.150902878917154,-10.961333209139276,124.77720891631364
2.150902878917154,-6.565928830428591,47.73780460078747
2.150902878917154,-4.22200052920038,22.45167166310239
2.150902878917154,-2.79336898582007,12.429293485475547
2.150902878917154,1.1974817536673394,6.060345744900308
2.150902878917154,5.991666452821493,40.526450076400586
2.150902878917154,8.828429189297948,82.56754514498212
2.150902878917154,10.482242238412757,114.50378553929859
2.150902878917154,14.59461576055493,217.62919239277247
3.8515012136274573,-12.559503699218986,172.5751947692692
3.8515012136274573,-10.961333209139276,134.98488732035332
3.8515012136274573,-6.565928830428591,57.945483004827146
3.8515012136274573,-4.22200052920038,32.659350067142064
3.8515012136274573,-2.79336898582007,22.636971889515223
3.8515012136274573,1.1974817536673394,16.268024148939983
3.8515012136274573,5.991666452821493,50.73412848044026
3.8515012136274573,8.828429189297948,92.7752235490218
3.8515012136274573,10.482242238412757,124.71146394333827
3.8515012136274573,14.59461576055493,227.83687079681215
6.809371647962141,-12.559503699218986,204.10867541076607
6.809371647962141,-10.961333209139276,166.51836796185017
6.809371647962141,-6.565928830428591,89.47896364632402
6.809371647962141,-4.22200052920038,64.19283070863894
6.809371647962141,-2.79336898582007,54.170452531012096
6.809371647962141,1.1974817536673394,47.80150479043685
6.809371647962141,5.991666452821493,82.26760912193714
6.809371647962141,8.828429189297948,124.30870419051867
6.809371647962141,10.482242238412757,156.24494458483514
6.809371647962141,14.59461576055493,259.370351438309
9.4050488272338,-12.559503699218986,246.1960766133473
9.4050488272338,-10.961333209139276,208.60576916443142
9.4050488272338,-6.565928830428591,131.56636484890527
9.4050488272338,-4.22200052920038,106.28023191122017
9.4050488272338,-2.79336898582007,96.25785373359332
9.4050488272338,1.1974817536673394,89.88890599301808
9.4050488272338,5.991666452821493,124.35501032451836
9.4050488272338,8.828429189297948,166.3961053930999
9.4050488272338,10.482242238412757,198.3323457874164
9.4050488272338,14.59461576055493,301.45775264089025
14.292098643883154,-12.559503699218986,362.0052168171821
14.292098643883154,-10.961333209139276,324.4149093682662
14.292098643883154,-6.565928830428591,247.37550505274004
14.292098643883154,-4.22200052920038,222.08937211505497
14.292098643883154,-2.79336898582007,212.06699393742812
14.292098643883154,1.1974817536673394,205.69804619685289
14.292098643883154,5.991666452821493,240.16415052835316
14.292098643883154,8.828429189297948,282.2052455969347
14.292098643883154,10.482242238412757,314.14148599125116
14.292098643883154,14.59461576055493,417.266892844725
