"x","y"
"-14.930603996643054","-0.701399639463658"
"-14.53935544422898","-0.9202065457126405"
"-14.241326703166502","-0.9945802746469626"
"-13.855875027710756","-0.9606976088125322"
"-13.51418669557432","-0.8121432173809178"
"-13.456820896351642","-0.7773550816415047"
"-13.171755555622054","-0.5690786491077479"
"-12.887298949506429","-0.3154476335434839"
"-12.47748845089499","0.08876518092271397"
"-12.1026704688422","0.4472605849713421"
"-11.786979098819701","0.7028467091906719"
"-11.56501868927643","0.842200663846213"
"-11.256981720169922","0.9660271975583291"
"-10.97323413790557","0.9997504692349043"
"-10.607807645980039","0.9257558494766567"
"-10.470947901204276","0.8655111412396247"
"-9.959780925360487","0.5098435897711837"
"-9.60588191321913","0.1801155807673941"
"-9.355486625405979","-0.06923590071677718"
"-9.061304938189073","-0.3555224929985995"
"-8.75307217619736","-0.6223221138514841"
"-8.42809214810449","-0.8396757037405844"
"-8.287431507754164","-0.907522191795551"
"-8.01885767561133","-0.986438708217897"
"-7.665343534142193","-0.9822605313016306"
"-7.354798732787856","-0.8779740069262871"
"-7.096241762187973","-0.72639120891481"
"-6.743854038465044","-0.4445472259922327"
"-6.485014479209607","-0.2004617078062946"
"-6.254698914020667","0.02848254065117425"
"-5.78889144038688","0.4744101577640833"
"-5.515696950829237","0.694329909016272"
"-5.192942292649534","0.8867392789321215"
"-4.9984887792982615","0.9593518556772715"
"-4.702935374319276","0.9999553149989755"
"-4.301270104201831","0.9166742543619714"
"-4.11928687991536","0.829210795998689"
"-3.6224033464677245","0.46249810418344933"
"-3.4096364632964837","0.26484560827097864"
"-3.1077935146930353","-0.03379270401085726"
"-2.772344550678016","-0.3609143155950849"
"-2.688973550082128","-0.43732240371281345"
"-2.3001107023722778","-0.745631449271409"
"-2.078185590106422","-0.8740160341587911"
"-1.5472151284956936","-0.9997219764271932"
"-1.4035725349442776","-0.9860506536105218"
"-1.1499033259415765","-0.9127244458565691"
"-0.8051310435991298","-0.720921464600468"
"-0.5855456072826465","-0.5526541795019779"
"-0.2501087471136657","-0.2475093242206796"
"0.19014948168850884","0.18900568451713728"
"0.4035983458075634","0.39273011001298547"
"0.8759023268401913","0.7681215783626084"
"1.0578664456086089","0.8713104624552025"
"1.3233521354721425","0.9695415736653052"
"1.6415504856253083","0.9974979685610198"
"2.060484933230235","0.8824793657025702"
"2.153333745212319","0.8350693925992847"
"2.544762127153221","0.5620237622889832"
"2.8221098981333568","0.3140755317175811"
"3.0305791242905116","0.11078564790776302"
"3.37280051423349","-0.22915341026654246"
"3.6630546154572006","-0.49814832494134514"
"4.028784908039154","-0.7753014580363404"
"4.43414638528661","-0.9615396227362164"
"4.730366837903585","-0.9998384026719854"
"4.817768775448078","-0.9944526857791894"
"5.158077425195526","-0.9023141050265865"
"5.683945032836948","-0.5640152818617412"
"5.999704661859042","-0.27969906091631125"
"6.084999386924334","-0.1968910859439471"
"6.568775036474557","0.28172334296176427"
"6.852249166329913","0.538843674498985"
"7.121256573053598","0.7433543773975149"
"7.3934055460859245","0.8957965957223827"
"7.5264075140359985","0.9468256486009096"
"8.078678624034925","0.9748616657628417"
"8.350300597551652","0.8793413951466043"
"8.448092044012249","0.8286467940495289"
"8.82838713433473","0.5616600228279355"
"9.100365380965751","0.3187520616224725"
"9.431742140294606","-0.006964123231814552"
"9.882477565764692","-0.44188565944866365"
"9.91400451739779","-0.46994331297052794"
"10.322178056038547","-0.781708137301509"
"10.529584255292415","-0.8933771745885954"
"10.92769742516696","-0.997697250094835"
"11.103979182218175","-0.9941299413456618"
"11.650097066827982","-0.7933385412090279"
"11.752991987455156","-0.7266125939854787"
"12.205397178750852","-0.3531851015216464"
"12.476666094884587","-0.08958426064186381"
"12.613079214399297","0.04669161791928806"
"13.006706615505978","0.42624343861310043"
"13.212957010463091","0.6024653702355917"
"13.672297225237147","0.8938799803742347"
"13.997871584192586","0.990314078456897"
"14.151280386330027","0.9999004069858046"
"14.680245402972322","0.8561218716259191"
"14.72278897866755","0.8333684358840764"
